,cost,numRoom,NameRoom,square,squareKitchen,floor,repair,warmFloor,SellingMethod,ceilingHeight,livingSpace,Appliances,Balcony,Furniture,Toilet,TransactionType,TypeRoom,name,district,districtName,typeHome,yearBuilding,floorInHome,passengerElevator,freightElevator,nameHome,frame,officialDeveloper,participationType,deadLine,inHome,parking,yard
3400,5990000,2,2,45.8,8.0,5,,,Переуступка,2.7,28.0,,Лоджия,,Совмещенный,Возможна ипотека,Изолированные,"ул. Космонавта Беляева, д. 45",7.0,р-н Индустриальный,Монолитный,,22.0,2,1,"ЖК «Nova City Беляева, 45»",,ООО «Специализированный застройщик «ТЕРРА-ЭСТЕЙТ»,ДДУ по ФЗ 214,2 кв. 2023 года,,"Подземная,Открытая во дворе","Закрытая территория,Детская площадка,Спортивная площадка"
3401,7499000,2,2,63.6,11.0,7,,,Переуступка,,43.7,,Балкон,,Раздельный,Возможна ипотека,Изолированные,"ул. Космонавта Беляева, д. 45",7.0,р-н Индустриальный,Монолитный,,22.0,2,1,"ЖК «Nova City Беляева, 45»",,ООО «Специализированный застройщик «ТЕРРА-ЭСТЕЙТ»,ДДУ по ФЗ 214,2 кв. 2023 года,,"Подземная,Открытая во дворе","Закрытая территория,Детская площадка,Спортивная площадка"
3402,5750000,1,1,45.8,20.0,11,,,Переуступка,,,,Балкон,,Совмещенный,,,"ул. Космонавта Беляева, д. 45",7.0,р-н Индустриальный,Монолитный,,22.0,2,1,"ЖК «Nova City Беляева, 45»",,ООО «Специализированный застройщик «ТЕРРА-ЭСТЕЙТ»,ДДУ по ФЗ 214,2 кв. 2023 года,,"Подземная,Открытая во дворе","Закрытая территория,Детская площадка,Спортивная площадка"
3403,5590000,1,1,45.8,20.3,4,,,Переуступка,,14.5,,Балкон,,Совмещенный,Возможна ипотека,,"ул. Космонавта Беляева, д. 45",7.0,р-н Индустриальный,Монолитный,,22.0,2,1,"ЖК «Nova City Беляева, 45»",,ООО «Специализированный застройщик «ТЕРРА-ЭСТЕЙТ»,ДДУ по ФЗ 214,2 кв. 2023 года,,"Подземная,Открытая во дворе","Закрытая территория,Детская площадка,Спортивная площадка"
3404,5770000,1,1,47.6,,10,,,Переуступка,,,,Балкон,,Совмещенный,,,"ул. Космонавта Беляева, д. 45",7.0,р-н Индустриальный,Монолитный,,22.0,2,1,"ЖК «Nova City Беляева, 45»",,ООО «Специализированный застройщик «ТЕРРА-ЭСТЕЙТ»,ДДУ по ФЗ 214,2 кв. 2023 года,,"Подземная,Открытая во дворе","Закрытая территория,Детская площадка,Спортивная площадка"
3405,3100000,2,2,52.0,8.0,5,Косметический,,Свободная,,,,Лоджия,,Раздельный,,Изолированные,"Пермский край, Пермь, Уссурийская ул., 25",6.0,р-н Орджоникидзевский,Панельный,2013,16.0,1,1,,,,,,,Открытая во дворе,"Детская площадка,Спортивная площадка"
3406,3200000,2,2,55.0,10.0,14,Косметический,,Свободная,2.5,21.0,,Лоджия,,Совмещенный,Возможна ипотека,Изолированные,"Пермский край, Пермь, Уссурийская ул., 25",6.0,р-н Орджоникидзевский,Панельный,2013,16.0,1,1,,,,,,,Открытая во дворе,"Детская площадка,Спортивная площадка"
3407,4350000,3,3,73.3,9.0,15,Косметический,,Свободная,,54.0,Водонагреватель,Лоджия,"Кухня,Хранение одежды",Раздельный,Возможна ипотека,Изолированные,"Пермский край, Пермь, Уссурийская ул., 25",6.0,р-н Орджоникидзевский,Панельный,2013,16.0,1,1,,,,,,,Открытая во дворе,"Детская площадка,Спортивная площадка"
3408,3300000,0,Студия,26.8,,19,Требует ремонта,,Свободная,2.7,26.8,,,,Совмещенный,Возможна ипотека,,"Пермский край, Пермь, Теплогорская ул., 24к2",7.0,р-н Индустриальный,,,,,,,,,,,"Консьерж,Мусоропровод",Подземная,"Закрытая территория,Детская площадка,Спортивная площадка"
3409,7369000,3,3,57.1,20.0,8,Евро,,Свободная,,,,Лоджия,,,,Изолированные,"Пермский край, Пермь, Теплогорская ул., 24к2",7.0,р-н Индустриальный,,,,,,,,,,,"Консьерж,Мусоропровод",Подземная,"Закрытая территория,Детская площадка,Спортивная площадка"
3410,10000000,3,3,57.2,14.0,16,Евро,Есть,Свободная,,,"Холодильник,Стиральная машина",Балкон,"Кухня,Хранение одежды,Спальные места",Раздельный,Возможна ипотека,Изолированные,"Пермский край, Пермь, Теплогорская ул., 24к2",7.0,р-н Индустриальный,,,,,,,,,,,"Консьерж,Мусоропровод",Подземная,"Закрытая территория,Детская площадка,Спортивная площадка"
3411,3400000,1,1,34.0,9.0,1,Косметический,,Свободная,,,,,Кухня,Раздельный,Возможна ипотека,,"Пермский край, Пермь, ул. Грачёва, 25",1.0,р-н Мотовилихинский,Панельный,,10.0,,,,,,,,"Консьерж,Газ",За шлагбаумом во дворе,"Закрытая территория,Детская площадка"
3412,5550000,3,3,69.0,11.0,8,Косметический,,Альтернативная,,44.0,Водонагреватель,Лоджия,Кухня,Раздельный,Возможна ипотека,Изолированные,"Пермский край, Пермь, ул. Грачёва, 25",1.0,р-н Мотовилихинский,Панельный,,10.0,,,,,,,,"Консьерж,Газ",За шлагбаумом во дворе,"Закрытая территория,Детская площадка"
3413,3100000,1,1,33.9,7.0,5,Косметический,,Свободная,,,,Лоджия,,Раздельный,,,"Пермский край, Пермь, ул. Грачёва, 25",1.0,р-н Мотовилихинский,Панельный,,10.0,,,,,,,,"Консьерж,Газ",За шлагбаумом во дворе,"Закрытая территория,Детская площадка"
3414,5000000,3,3,66.3,8.7,1,Евро,,Свободная,,,,,,,,Изолированные,"Пермский край, Пермь, ул. Грачёва, 25",1.0,р-н Мотовилихинский,Панельный,,10.0,,,,,,,,"Консьерж,Газ",За шлагбаумом во дворе,"Закрытая территория,Детская площадка"
3415,5100000,2,2,51.0,5.0,2,Евро,,Свободная,,46.0,,Лоджия,Кухня,Раздельный,Возможна ипотека,Изолированные,"Пермский край, Пермь, ул. Циолковского, 19",1.0,р-н Мотовилихинский,Кирпичный,2019,6.0,1,нет,,,,,,Консьерж,"Открытая во дворе,За шлагбаумом во дворе",Закрытая территория
